089	beer-hagolah	1#א	מימרא דרב חסדא חולין ד' ק"ה:
089	beer-hagolah	1#ב	הרמב"ם בפ"ט מהמ"א והרשב"א בת"ה ובשם גדולי המחברים וש"פ:
089	beer-hagolah	1#ג	שם בגמ' כמר עוקבא וכפירוש הרא"ש והרמב"ם שם:
089	beer-hagolah	1#ד	כרב חסדא שם:
089	beer-hagolah	1#ה	טור:
089	beer-hagolah	2#א	כפשטא דרבי יוחנן לר' אסי שם:
089	beer-hagolah	2#ב	כרב יצחק בריה דרב משרשיא שם דף ק"ד:
089	beer-hagolah	2#ג	שם בגמרא מדיוקא דתנא אגרא וכו':
089	beer-hagolah	2#ד	ברייתא דב"ש וב"ה שם:
089	beer-hagolah	2#ה	מימרא דרבי זירא שם
089	beer-hagolah	2#ו	מסקנת הגמרא שם:
089	beer-hagolah	2#ז	טור:
089	beer-hagolah	2#ח	שם בשם הרמב"ם מהא דתנא אגרא שם וכפי פירושו היינו דוקא גבינה ואחר כך עוף:
089	beer-hagolah	3#_	מימרא דרב נחמן חולין דף ק"ה. וכפי' התוספות בשם ר"ת דכיון דאין הבשר והגבינה בעין וליכא אלא טעם לא החמירו שיהא חובה ליטול ידיו:
089	beer-hagolah	4#א	טור בסי' צ"א מהירושלמי והג"א בשם א"ז:
089	beer-hagolah	4#ב	תשובו' להרמב"ן סי' קע"ב (ורשב"א סימן ע"ז):
089	beer-hagolah	4#ג	שם:
089	beur-hagra	1#א	אפי' של כו'. כפי' הא דאגרא עוף אחר גבינה הוא מדפריך ארב יצחק והא תני אגרא כו' ועתוס' שם שדחקו בזה אלא דבתחלה בשר אין חילוק וע"כ הא דאגרא אחר גבינה הוא:
089	beur-hagra	1#ב	עד שישהא כו'. דסעודת שחרית של ת"ח הוא בשעה ששית כמ"ש בפ"א דשבת (י' א') ודפסחים ואמר שמואל מסעודתא כו' ומדינא קאמר דהא קרי נפשיה חלא שלא עשה גדר להחמיר. רי"ף ע"ש:
089	beur-hagra	1#ג	ואפילו כו' והלועס כו'. דהרמב"ם כתב הטעם משום בשר שבין השינים שאין מתעכל עד ו' שעות ולפ"ז היה מותר אחר ו' שעות והטור כ' הטעם משום שהבשר מוציא שומן ומושך טעם זמן ארוך ולפ"ז הלועס א"צ להמתין וכ' הטור שיש להחמיר כשני הפירושים:
089	beur-hagra	1#ד	ואם מצא כו'. נהי דאין מושך טעם לא גרע מגבינה דג"כ אינו מושך טעם דלכך מותר כו':
089	beur-hagra	1#ה	וי"א כו'. כפי' תוס' שם ד"ה לסעודתא כו':
089	beur-hagra	1#ו	והמנהג כו' מיהו כו'. בנויה על דברי הזוהר פ' משפטים דכל מאן דאכיל האי מיכלא כחדא או בשעתא חדא או בסעודתא חדא כו':
089	beur-hagra	1#ז	ואם מצא כו'. גמ' כנ"ל:
089	beur-hagra	1#ח	וי"א דאין כו'. כמ"ש תוס' שם אם סילק כו' וזה אין סילוק ועט"ז:
089	beur-hagra	2#א	(ליקוט) וצריך לקנח פיו ולהדיחו. אבל הרשב"א פי' דבא' מהן סגי דאל"כ אמאי שיירו ב"ש וב"ה לאידך וכן אגרא אמאי שייר להדחה (ע"כ):
089	beur-hagra	2#ב	ואח"כ ידיח. ל"ד אח"כ. ב"י וכ"ה בגמ':
089	beur-hagra	2#ג	ויש מחמירי' כו'. וכ"מ מדברי הזוהר הנ"ל. ב"י. ואין זה כחולק על הגמ' שהרי הם היו מחמירין על עצמן ג"כ המותר כמש"ש אנא לחא כו'.
089	beur-hagra	3#א	אכל כו' אבל כו'. תוס' שם ד"ה ל"ש ומפר"ת כו':
089	beur-hagra	3#ב	ויש כו'. לפי' ר' שמואל שם דדוקא בשניהם של בשר או של גבינה הוא דהוי רשות:
089	beur-hagra	3#ג	ושומן כו'. שלא כדברי הרמב"ם משום בשר שבין השינים אלא כפי' הטור. רשב"א שם:
089	beur-hagra	3#ד	ונהגו כו'. כפי' ר' שמואל שם:
089	beur-hagra	3#ה	מיהו כו'. כפי' ר' שמואל כנ"ל:
089	beur-hagra	3#ו	שמש כו'. רש"י ק"ז ב' ד"ה דטריד כו' ועש"ך:
089	beur-hagra	4#א	מי שאכל כו'. ירושלמי (פ"ו דפסחים) הדין דאכיל חוביץ ובעי למיכל קופר מבער פתיתין:
089	beur-hagra	4#ב	ואסור כו'. מהירושלמי הנ"ל וכמ"ש במתני' ס"ז ב' וגמ' שם ובלבד שלא כו' נהי דקליפה כו':
089	beur-hagra	4#ג	וכ"ש כו'. כמש"ש קי"ב א' קישות גריר כו' וכמ"ש בס"ס צ"ו:
089	beur-hagra	4#ד	מיהו כו'. כמ"ש בסוף ע"ז:
089	kaf-hachayim	1#_	א) [סעיף א'] אכל בשר אפי' של חיה ועוף וכו', כלומר שהם מדרבנן וכמ"ש בסי' פ"ז סעי' ג' ש"ך סק"א. לה"פ או' א'.
089	kaf-hachayim	2#_	ב) שם. עד שישהה שש שעות. ובתוך הזמן אפי' אין בשר בין השינים אסור לפי שהבשר מוציא שומן ומושך טעם עד זמן ארוך ולפ"ז הטעם אם לא אכלו אלא שלעסו לתינוק א"צ להמתין דכיון שלא אכלו אינו מוציא טעם. והרמב"ם נתן טעם לשהייה משום בשר שבין השינים ולפי דבריו לאחר ששהה כשיעור מותר אפי' נשאר בשר בין השינים והלועס לתינוק צריך להמתין וטוב לאחוז בחומרי ב' הטעמים. טור. ט"ז סק"א. ש"ך סק"ב. וזהו נמי שפסק הש"ע כחומרי שניהם.
089	kaf-hachayim	3#_	ג) ואם לועס לתינוק תבשיל שיש בו שומן לכאורה לכל הפירושים א"צ להמתין דמושך ליכא כיון דלא אכל ובין שיניים ליכא ומ"מ יש להחמיר להמתין שש שעות משום לא פלוג וישראל קדושים ואין לפרוץ גדר. מש"ז או' א' ברכ"י בשיו"ב או' י"ב. פ"ת או' א' זב"צ או' ד'.
089	kaf-hachayim	4#_	ד) ודוקא לועס אבל טעם בלשונו ופלט מיד א"צ להמתין לכ"ע. גם אם לקח חתיכת בשר לתוך פיו ותכף החזירו שלם א"צ להמתין וכ"ש אם טעם שומן ופלט דא"צ להמתין מהרש"ק הגהות על פר"מ שנד"מ סוף אשלי רברבי. זב"צ או' ה'.
089	kereti	1#א	ואפי' של חיה זהו רק מנהג' כמו שכתב הרא"ש אבל מדינא מותר כמ"ש בפלתי ראי' מתוס'
089	kereti	1#ב	ו' שעות ולרמב"ם הטעם דתוך ו' שעות עדיין הרוב בשר בין שינים וע' פלתי מ"ש דלא תקשה לי' מגמ'
089	kereti	1#ג	ואם מצא אח"כ וכשמסירו א"צ להמתין מאז ו' שעות
089	kereti	1#ד	להדיח פיו וה"ה קנוח פה והרמ"א קיצר כ"כ אחרונים
089	kereti	1#ה	ובירך ברכת המזון ה"ה ברכה אחרונה במקום דלא בעי בה"מ דעכ"פ איכא סילק ממה שאכל ולא הוי כאוכל בכרך א':
089	kereti	1#ו	שעה א' פר"ח כתב דיש להם סמך מדברי זוהר ועיין פלתי שכתבתי דמזהר לא משמע כלל רק שעה וששה שעות תליא במחלוקת בא"ח סימן קפ"ד: ופר"ח דעתו בימי חורף ימים קצרים סגי בד' שעות מחצות היום עד ערב ועיין פלתי דכתבתי דליתא ואם באים לדקדק ירבה יותר מו' שעות לכן העיקר ו' שעות ואין להוסיף ולגרוע.
089	kereti	1#ז	ואין נזהרין הט"ז קרא תגר על מה שאין נזהרין וע' פלתי מ"ש דנכון עמם ואין כאן טעם להזהר:
089	kereti	2#א	אם הוא בלילה ואם יש נר יפה כעין אבוקה לילה דינו כיום מהרש"ל ואחרונים
089	kereti	2#ב	בלילה ואם אכל בשר תחלה ונהגי מבלי להמתין ו' שעות מ"מ צריך רחיצה אפי' ביום דלמא נדבק דבר בידים וע' פלתי דהוכחתי זה מדברי תוס' ע"ש
089	kereti	2#ג	לרחצם והביאו אחרונים משקין אין ראוי לו כ"כ ראב"ד ומהרש"ל מכשיר וע' פלתי דהבאתי ראי' מתוס' לדברי ראב"ד:
089	kereti	2#ד	חיה אע"ג דחיה דרבנן דומה לשל עוף מ"מ באיכתו דומה לשל בהמה וגם נדבק בידים ובפה כמו בהמה
089	kereti	2#ה	לא קנוח הב"י הביא בשם זוהר להחמיר לאוכל גבינה אחר עוף והפ"ח מתיר ואין דברי זהר נוחי' אבל מ"מ דברי ב"י אינו נוחי' רק בזוהר מיירי לאוכלו כאחד:
089	kereti	3#א	ושומן של בשר אף דלא שייך בטעמו של הרמב"ם בשר בין שינים אסור משום לא פלוג וה"ה שומן של עוף:
089	kereti	3#ב	דינו כבשר ומרק בשר אם הוא צלול דינו כתבשיל ואם הוא עב יש לו דין בשר ב"י א"ח:
089	kereti	3#ג	שמש וכו' עיין אחרונים מה שעמדו בזה וע' מ"ש פלתי ליישב:
089	kereti	4#_	אסור לחתוך דנ"ט בר נ"ט לכתחלה אסור וגם על הרוב קרוש ודבק איזה דבר בעין:
